time,AZUL4,GOLL4,spread,zScore,short,long,long_entry,long_exit,positions_long,short_entry,short_exit,positions_short,positions,hegde
2023-04-27 11:35:00,9.88,5.97,0.9661048210366268,-0.9001947946824609,1.691287801240266,-1.84365400771159,False,False,1.0,False,True,0.0,1.0,1.4931147703456238
2023-04-27 11:40:00,9.84,5.97,0.9261048210366258,-0.9795635948520521,1.691287801240266,-1.84365400771159,False,False,1.0,False,True,0.0,1.0,1.4931147703456238
2023-04-27 11:45:00,9.84,5.97,0.9261048210366258,-0.9783154659634907,1.691287801240266,-1.84365400771159,False,False,1.0,False,True,0.0,1.0,1.4931147703456238
2023-04-27 11:50:00,9.76,5.96,0.8610359687400813,-1.108131061806258,1.691287801240266,-1.84365400771159,False,False,1.0,False,True,0.0,1.0,1.4931147703456238
2023-04-27 11:55:00,9.78,5.92,0.9407605595539064,-0.9461694294697545,1.691287801240266,-1.84365400771159,False,False,1.0,False,True,0.0,1.0,1.4931147703456238
2023-04-27 12:00:00,9.78,5.93,0.9258294118504509,-0.9750632754146378,1.691287801240266,-1.84365400771159,False,False,1.0,False,True,0.0,1.0,1.4931147703456238
2023-04-27 12:05:00,9.77,5.92,0.9307605595539066,-0.9639060684542845,1.691287801240266,-1.84365400771159,False,False,1.0,False,True,0.0,1.0,1.4931147703456238
2023-04-27 12:10:00,9.79,5.93,0.9358294118504507,-0.9524660431267531,1.691287801240266,-1.84365400771159,False,False,1.0,False,True,0.0,1.0,1.4931147703456238
2023-04-27 12:15:00,9.79,5.91,0.9656917072573616,-0.8910077347313635,1.691287801240266,-1.84365400771159,False,False,1.0,False,True,0.0,1.0,1.4931147703456238
2023-04-27 12:20:00,9.81,5.9399999999999995,0.9408982641469965,-0.9399055959546899,1.691287801240266,-1.84365400771159,False,False,1.0,False,True,0.0,1.0,1.4931147703456238
2023-04-27 12:25:00,9.85,5.9399999999999995,0.9808982641469957,-0.8579309405154468,1.691287801240266,-1.84365400771159,False,False,1.0,False,True,0.0,1.0,1.4931147703456238
2023-04-27 12:30:00,9.96,5.97,1.0461048210366268,-0.7250578791715236,1.691287801240266,-1.84365400771159,False,False,1.0,False,True,0.0,1.0,1.4931147703456238
2023-04-27 12:35:00,9.91,5.9399999999999995,1.0408982641469962,-0.734538756324346,1.691287801240266,-1.84365400771159,False,False,1.0,False,True,0.0,1.0,1.4931147703456238
