time,BBDC4,BBDC3,spread,zScore,short,long,long_entry,long_exit,positions_long,short_entry,short_exit,positions_short,positions,hegde
2022-12-09 11:55:00,,,,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-09 12:00:00,,,,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-09 12:05:00,,,,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-09 12:10:00,,,,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-09 12:15:00,,,,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-09 12:20:00,,,,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-09 12:25:00,,,,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-09 12:30:00,,,,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-09 12:35:00,,,,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-09 12:40:00,,,,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-09 12:45:00,,,,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-09 12:50:00,,,,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-09 12:55:00,,,,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-09 13:00:00,,,,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-09 13:05:00,,,,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-09 13:10:00,,,,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-09 13:15:00,,,,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-09 13:20:00,,,,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-09 13:25:00,,,,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-09 13:30:00,,,,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-09 13:35:00,,,,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-09 13:40:00,,,,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-09 13:45:00,,,,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-09 13:50:00,,,,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-09 13:55:00,,,,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-09 14:00:00,,,,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-09 14:05:00,,,,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-09 14:10:00,,,,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-09 14:15:00,,,,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-09 14:20:00,,,,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-09 14:25:00,,,,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-09 14:30:00,,,,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-09 14:35:00,,,,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-09 14:40:00,,,,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-09 14:45:00,,,,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-09 14:50:00,,,,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-09 14:55:00,,,,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-09 15:00:00,,,,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-09 15:05:00,,,,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-09 15:10:00,,,,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-09 15:15:00,,,,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-09 15:20:00,,,,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-09 15:25:00,,,,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-09 15:30:00,,,,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-09 15:35:00,13.89,,,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-09 15:40:00,13.89,,,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-09 15:45:00,13.89,,,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-09 15:50:00,13.89,,,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-09 15:55:00,13.89,,,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-09 16:00:00,13.88,,,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-09 16:05:00,13.89,,,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-09 16:10:00,13.89,,,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-09 16:15:00,13.87,,,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-09 16:20:00,13.88,,,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-09 16:25:00,13.89,,,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-09 16:30:00,13.88,,,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-09 16:35:00,13.87,,,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-09 16:40:00,13.88,,,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-09 16:45:00,13.87,12.36,-0.9943397943373693,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-09 16:50:00,13.85,12.33,-0.978261299690919,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-09 16:55:00,13.83,12.32,-0.9862351348087692,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-09 17:00:00,13.83,12.32,-0.9862351348087692,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-09 17:05:00,13.81,12.29,-0.9701566401623172,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-09 17:10:00,13.82,12.3,-0.9721828050444685,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-09 17:15:00,13.81,12.28,-0.9581304752801678,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-09 17:20:00,13.83,12.31,-0.9742089699266199,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-09 17:25:00,13.82,12.3,-0.9721828050444685,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-09 17:30:00,13.82,12.3,-0.9721828050444685,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-09 17:35:00,13.82,12.31,-0.9842089699266197,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-09 17:40:00,13.85,12.31,-0.9542089699266203,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-09 17:45:00,13.82,12.29,-0.9601566401623174,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-09 17:50:00,13.76,12.32,-1.0562351348087695,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 10:00:00,13.76,12.32,-1.0562351348087695,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 10:05:00,13.72,12.28,-1.0481304752801677,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 10:10:00,13.74,12.29,-1.0401566401623175,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 10:15:00,13.74,12.28,-1.028130475280168,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 10:20:00,13.78,12.31,-1.0242089699266206,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 10:25:00,13.8,12.34,-1.0402874645730673,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 10:30:00,13.77,12.29,-1.010156640162318,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 10:35:00,13.71,12.24,-1.0100258157515682,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 10:40:00,13.67,12.18,-0.9778688264586695,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 10:45:00,13.63,12.15,-0.9817903318122188,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 10:50:00,13.62,12.13,-0.9677380020479216,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 10:55:00,13.59,12.1,-0.9616595074014693,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 11:00:00,13.52,12.05,-0.971528682990721,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 11:05:00,13.49,12.0,-0.94139785857997,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 11:10:00,13.47,11.97,-0.9253193639335198,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 11:15:00,13.46,11.95,-0.9112670341692173,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 11:20:00,13.46,11.96,-0.9232931990513702,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 11:25:00,13.54,12.02,-0.9154501883442698,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 11:30:00,13.48,11.97,-0.91531936393352,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 11:35:00,13.37,11.87,-0.9050577151120187,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 11:40:00,13.36,11.88,-0.9270838799941714,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 11:45:00,13.34,11.84,-0.89897922046557,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 11:50:00,13.31,11.82,-0.9049268907012689,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 11:55:00,13.37,11.88,-0.9170838799941716,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 12:00:00,13.42,11.91,-0.903162374640619,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 12:05:00,13.44,11.93,-0.9072147044049199,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 12:10:00,13.45,11.93,-0.8972147044049201,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 12:15:00,13.42,11.92,-0.9151885395227701,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 12:20:00,13.41,11.9,-0.9011362097584694,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 12:25:00,13.37,11.87,-0.9050577151120187,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 12:30:00,13.36,11.86,-0.9030315502298691,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 12:35:00,13.35,11.85,-0.9010053853477196,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 12:40:00,13.35,11.85,-0.9010053853477196,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 12:45:00,13.34,11.84,-0.89897922046557,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 12:50:00,13.34,11.84,-0.89897922046557,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 12:55:00,13.34,11.84,-0.89897922046557,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 13:00:00,13.37,11.86,-0.8930315502298694,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 13:05:00,13.39,11.89,-0.9091100448763196,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 13:10:00,13.39,11.9,-0.921136209758469,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 13:15:00,13.4,11.9,-0.9111362097584692,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 13:20:00,13.4,11.9,-0.9111362097584692,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 13:25:00,13.38,11.9,-0.9311362097584688,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 13:30:00,13.37,11.92,-0.9651885395227708,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 13:35:00,13.38,11.91,-0.9431623746406181,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 13:40:00,13.39,11.92,-0.9451885395227695,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 13:45:00,13.39,11.91,-0.9331623746406184,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 13:50:00,13.46,11.96,-0.9232931990513702,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
