time,BBDC4,BBDC3,spread,zScore,short,long,long_entry,long_exit,positions_long,short_entry,short_exit,positions_short,positions,hegde
2022-12-12 13:55:00,13.39,11.92,-0.9451885395227695,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 14:00:00,13.44,11.95,-0.9312670341692186,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 14:05:00,13.46,11.96,-0.9232931990513702,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 14:10:00,13.49,11.97,-0.9053193639335202,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 14:15:00,13.46,11.96,-0.9232931990513702,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 14:20:00,13.46,11.95,-0.9112670341692173,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 14:25:00,13.45,11.97,-0.9453193639335211,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 14:30:00,13.45,11.97,-0.9453193639335211,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 14:35:00,13.46,11.97,-0.9353193639335196,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 14:40:00,13.45,11.97,-0.9453193639335211,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 14:45:00,13.46,11.99,-0.9593716936978183,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 14:50:00,13.5,12.01,-0.9434240234621196,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 14:55:00,13.48,11.99,-0.9393716936978187,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 15:00:00,13.46,11.94,-0.8992408692870679,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 15:05:00,13.45,11.95,-0.9212670341692188,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 15:10:00,13.45,11.93,-0.8972147044049201,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 15:15:00,13.46,11.93,-0.8872147044049186,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 15:20:00,13.44,11.94,-0.9192408692870693,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 15:25:00,13.45,11.94,-0.9092408692870695,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 15:30:00,13.45,11.93,-0.8972147044049201,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 15:35:00,13.46,11.95,-0.9112670341692173,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 15:40:00,13.46,11.95,-0.9112670341692173,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 15:45:00,13.47,11.95,-0.9012670341692175,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 15:50:00,13.46,11.93,-0.8872147044049186,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 15:55:00,13.48,11.96,-0.9032931990513706,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 16:00:00,13.48,11.97,-0.91531936393352,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 16:05:00,13.49,11.96,-0.8932931990513708,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 16:10:00,13.51,11.98,-0.89734552881567,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 16:15:00,13.52,11.98,-0.8873455288156702,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 16:20:00,13.52,11.99,-0.8993716936978196,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 16:25:00,13.52,11.99,-0.8993716936978196,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 16:30:00,13.53,11.98,-0.8773455288156704,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 16:35:00,13.52,11.98,-0.8873455288156702,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 16:40:00,13.54,12.0,-0.8913978585799711,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 16:45:00,13.53,12.0,-0.9013978585799709,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 16:50:00,13.54,12.0,-0.8913978585799711,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 16:55:00,13.55,12.01,-0.8934240234621189,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 17:00:00,13.55,12.01,-0.8934240234621189,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 17:05:00,13.57,12.03,-0.897476353226418,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 17:10:00,13.55,11.99,-0.8693716936978184,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 17:15:00,13.55,11.98,-0.8573455288156691,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 17:20:00,13.6,12.03,-0.8674763532264187,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 17:25:00,13.58,12.05,-0.9115286829907205,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 17:30:00,13.69,12.14,-0.9097641669300707,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 17:35:00,13.67,12.14,-0.9297641669300702,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 17:40:00,13.65,12.12,-0.9257118371657675,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 17:45:00,13.66,12.14,-0.93976416693007,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-12 17:50:00,13.61,12.09,-0.9296333425193204,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-13 10:00:00,13.72,12.17,-0.9158426615765176,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-13 10:05:00,13.62,12.12,-0.9557118371657687,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-13 10:10:00,13.56,12.09,-0.9796333425193193,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-13 10:15:00,13.54,12.08,-0.9876071776371695,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-13 10:20:00,13.58,12.12,-0.9957118371657678,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-13 10:25:00,13.58,12.08,-0.9476071776371686,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-13 10:30:00,13.64,12.1,-0.9116595074014686,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-13 10:35:00,13.65,12.11,-0.9136856722836182,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-13 10:40:00,13.72,12.16,-0.9038164966943683,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-13 10:45:00,13.72,12.16,-0.9038164966943683,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-13 10:50:00,13.68,12.11,-0.8836856722836188,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-13 10:55:00,13.65,12.09,-0.8896333425193195,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-13 11:00:00,13.7,12.13,-0.8877380020479215,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-13 11:05:00,13.71,12.15,-0.9017903318122187,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-13 11:10:00,13.66,12.12,-0.9157118371657678,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-13 11:15:00,13.65,12.11,-0.9136856722836182,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-13 11:20:00,13.64,12.1,-0.9116595074014686,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-13 11:25:00,13.61,12.07,-0.9055810127550199,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-13 11:30:00,13.57,12.05,-0.9215286829907203,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-13 11:35:00,13.56,12.04,-0.9195025181085672,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-13 11:40:00,13.54,12.02,-0.9154501883442698,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-13 11:45:00,13.54,12.02,-0.9154501883442698,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-13 11:50:00,13.59,12.05,-0.9015286829907208,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-13 11:55:00,13.57,12.04,-0.9095025181085674,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-13 12:00:00,13.56,12.05,-0.9315286829907201,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-13 12:05:00,13.55,12.04,-0.929502518108567,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-13 12:10:00,13.58,12.07,-0.9355810127550193,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-13 12:15:00,13.58,12.08,-0.9476071776371686,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-13 12:20:00,13.56,12.06,-0.9435548478728695,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-13 12:25:00,13.57,12.07,-0.945581012755019,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-13 12:30:00,13.59,12.09,-0.94963334251932,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-13 12:35:00,13.56,12.07,-0.9555810127550188,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-13 12:40:00,13.57,12.09,-0.9696333425193195,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-13 12:45:00,13.55,12.08,-0.977607177637168,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-13 12:50:00,13.56,12.11,-1.003685672283618,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-13 12:55:00,13.59,12.12,-0.985711837165768,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-13 13:00:00,13.59,12.12,-0.985711837165768,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-13 13:05:00,13.56,12.1,-0.9916595074014687,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-13 13:10:00,13.56,12.08,-0.9676071776371682,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
2022-12-13 13:15:00,13.55,12.08,-0.977607177637168,,1.6211073091926198,-1.7783996382581475,False,False,,False,False,,,1.2026164882149974
