time,VALE3,BRAP4,spread,zScore,short,long,long_entry,long_exit,positions_long,short_entry,short_exit,positions_short,positions,hegde
2023-02-15 14:15:00,86.65,29.0,0.026399700977989937,1.993156065596133,1.6816114940380953,-1.663444882926739,False,True,0.0,True,False,-1.0,-1.0,2.9870206999662763
2023-02-15 14:20:00,86.67,29.0,0.04639970097798596,2.007755416128755,1.6816114940380953,-1.663444882926739,False,True,0.0,True,False,-1.0,-1.0,2.9870206999662763
2023-02-15 14:25:00,86.78,29.01,0.12652949397832458,2.0973937133874854,1.6816114940380953,-1.663444882926739,False,True,0.0,True,False,-1.0,-1.0,2.9870206999662763
2023-02-15 14:30:00,86.69,28.99,0.096269907977657,2.0478376009688963,1.6816114940380953,-1.663444882926739,False,True,0.0,True,False,-1.0,-1.0,2.9870206999662763
2023-02-15 14:35:00,86.73,29.0,0.10639970097798823,2.048902694728202,1.6816114940380953,-1.663444882926739,False,True,0.0,True,False,-1.0,-1.0,2.9870206999662763
2023-02-15 14:40:00,86.81,29.07,-0.022691748019653346,1.8772749325603968,1.6816114940380953,-1.663444882926739,False,True,0.0,True,False,-1.0,-1.0,2.9870206999662763
2023-02-15 14:45:00,86.95,29.05,0.17704866597966884,2.115266312552248,1.6816114940380953,-1.663444882926739,False,True,0.0,True,False,-1.0,-1.0,2.9870206999662763
2023-02-15 14:50:00,87.11,29.07,0.2773082519803438,2.227651762704784,1.6816114940380953,-1.663444882926739,False,True,0.0,True,False,-1.0,-1.0,2.9870206999662763
2023-02-15 14:55:00,87.16,29.14,0.1182168029827011,2.019770848694519,1.6816114940380953,-1.663444882926739,False,True,0.0,True,False,-1.0,-1.0,2.9870206999662763
2023-02-15 15:00:00,87.03,29.07,0.19730825198034552,2.1072605241196753,1.6816114940380953,-1.663444882926739,False,True,0.0,True,False,-1.0,-1.0,2.9870206999662763
2023-02-15 15:05:00,87.11,29.09,0.2175678379810222,2.1217242497704456,1.6816114940380953,-1.663444882926739,False,True,0.0,True,False,-1.0,-1.0,2.9870206999662763
2023-02-15 15:10:00,87.09,29.11,0.13782742398170456,2.013558133458631,1.6816114940380953,-1.663444882926739,False,True,0.0,True,False,-1.0,-1.0,2.9870206999662763
2023-02-15 15:15:00,87.26,29.13,0.24808700998238464,2.1396045523902285,1.6816114940380953,-1.663444882926739,False,True,0.0,True,False,-1.0,-1.0,2.9870206999662763
2023-02-15 15:20:00,87.16,29.13,0.14808700998237612,2.006330531515599,1.6816114940380953,-1.663444882926739,False,True,0.0,True,False,-1.0,-1.0,2.9870206999662763
